id,genre,track_name,artist_name,valence,energy
4NnTT5Bk4iddbZct0jz00I,chicago-house,"Love Hangover - 12"" Version",Diana Ross,0.879,0.789
6F0lgKTdwIh1MvGjHxo3OH,chicago-house,I'm Gonna Get You,Various Artists,0.737,0.845
04Eq2UzflIQl5gBzNHO431,chicago-house,Cool & Dry,Various Artists,0.466,0.934
3fmlNzB27d8Y5GW9lum3aT,chicago-house,Servants Jaz House,Glenn Underground,0.323,0.365
1KHerCmKVtUUp4c5NNgzQp,chicago-house,Can't Fake The Feeling,Joe Smooth,0.548,0.697
4yqs7qRONb3Sog3yICW6U2,chicago-house,It's the Music - Original Version,Murphy Jax,0.821,0.712
67Nv2mMZ42q0Dxa3v3gotL,chicago-house,Take Me Away (pin-up Girls Remix),Various Artists,0.666,0.967
6fDNNvdsZ9Z4oV8OSgLfuJ,chicago-house,Can't Fake the Feeling,Geraldine Hunt feat. Freddie James & Rosalind aka Cheri,0.922,0.643
4tQTYbBABd26AYnMbweyIP,chicago-house,Lack of Love (Radio Mix),Adonis,0.689,0.875
7sTjlbINdPWpJagnS57phy,chicago-house,Empty,Mr. Fingers,0.658,0.609
2jh5lZFuyMkGrKEepntF5y,chicago-house,Apron,Marcel Dettmann,0.351,0.907
2tUJka7z72sFDuRYtAz7fR,chicago-house,Dangly Panther,Various Artists,0.531,0.759
1TEvKR9jaAjfiTW5wEzcoe,chicago-house,Cccan't You See,Various Artists,0.901,0.83
5bh8l1991KxZHgsYoV6oEx,chicago-house,Always There - David Morales Remix,Incognito,0.135,0.603
1jAxAsX4Kdiq3nG7eZIZpA,chicago-house,Generations Of Love - Oakenfold Mix,Jesus Loves You,0.754,0.738
402RJN6qJe3P1hnA5UeHAR,chicago-house,Can U Dance,Various Artists,0.883,0.697
0ufuNgy1plGtJqCtk8ergc,chicago-house,Chicago Southside - CZR,DJ Lynnwood,0.377,0.879
1RAb2IrGOBsZG2791LDIpW,chicago-house,You Know How to Love Me - Long Version,Phyllis Hyman,0.971,0.786
4XVOTxyh0WxKDzp7cPjcZZ,chicago-house,Eleven Years,Pablo Bolivar,0.409,0.399
1cVLkIaGMTKBVL1sRESnjZ,chicago-house,House Nation,Various Artists,0.839,0.906
3VnKRZhJn4L0xzD4FKAc99,chicago-house,So Sweet,Various Artists,0.55,0.578
07bWgMsKSwBBEKt791SrQS,chicago-house,Dream 17,Various Artists,0.481,0.985
31xfVJfEfvjqKChKF55SnN,chicago-house,Jack It All Night Long,Bad Boy Bill,0.55,0.734
6jG6IoJNchqUGiYAlctbN3,chicago-house,(Who?) Keeps Changing Your Mind - Chocolate Puma Fresh Fruit Vocal Edit,South Street Player,0.386,0.777
2Imua6iJZg3IyJqVHqhZeK,chicago-house,My Love Is Free - John Morales Remix,Various Artists,0.91,0.782
6jTZGXH1cOQM3jhh07ZE1y,children,Down By The Bay,Raffi,0.869,0.144
5zsYl9Nl4kQmPSjwscVASJ,children,Heart Attack,One Direction,0.63,0.824
3JPv5hED3ZbGFhlqW4ubAo,children,Boogie Fever,Various Artists,0.967,0.744
2Ld2LehpgQNREMxl9LlIzm,children,"Boom, Boom, Boom, Boom!!",Vengaboys,0.968,0.935
6CDiKAFgbWXlwQTU59GKYT,children,"Kiss the Girl - From ""The Little Mermaid""/ Soundtrack Version",Various Artists,0.717,0.225
7LaUGKo8RjOjalzzfmgEY7,children,Seven,They Might Be Giants (For Kids),0.895,0.8
6dEnpbXyamib2EJnRhTt0G,children,Suit & Tie,Justin Timberlake,0.357,0.596
6qD0ytUzmF1KWjyDftp4NX,children,"McQueen and Sally - From ""Cars""",Various Artists,0.0793,0.412
0K0hYrxVhT5eCet8w6ySS8,children,The Canadian Snacktime Trilogy ii) Popcorn,Barenaked Ladies,0.574,0.623
1OzSfjFW08DTD51XoNnog7,children,"That's How You Know - From ""Enchanted""/Soundtrack Version",Various Artists,0.52,0.667
3m6KkYKdnbffMpGd9Pm9FP,children,Seven Nation Army,The White Stripes,0.303,0.466
4wkQmYpAaMe41Rc3sYZ7Vz,children,Let's Go (feat. Ne-Yo),Calvin Harris,0.875,0.882
1nRwyxNsqCLeA17qR8Nfxx,children,Quit Playing Games (With My Heart),Backstreet Boys,0.882,0.875
4rwpZEcnalkuhPyGkEdhu0,children,Scary Monsters and Nice Sprites,Skrillex,0.324,0.944
3n69hLUdIsSa1WlRmjMZlW,children,Breezeblocks,alt-J,0.286,0.656
0fuP0ykgrDSxk5odNU7Gy2,children,22,Taylor Swift,0.649,0.74
7bG6SQBGZthPDG5QJL5Gf7,children,"In Summer - From ""Frozen""/Soundtrack Version",Various Artists,0.684,0.342
12qZHAeOyTf93YAWvGDTat,children,All The Small Things,blink-182,0.712,0.893
6suDwyuHm9aTkEGEd5FSNf,children,"Bella Notte - From ""Lady and the Tramp"" / Soundtrack Version",Various Artists,0.284,0.275
14fmbvjYLqRZEXz1VZdM2M,children,We Found Love,Rihanna,0.609,0.74
3usKIsuQTKeUynPMz5k303,children,One Everything,They Might Be Giants (For Kids),0.765,0.582
29bQPrp6BT0w3kaXTqIo8A,children,"A Spoonful of Sugar - From ""Mary Poppins"" / Soundtrack Version",Various Artists,0.642,0.39
1lOSxJNCLvWm2bYaTcTSmK,children,"Mother Knows Best - From ""Tangled""/Soundtrack Version",Various Artists,0.473,0.259
5yyqx4brn6Bm9U1Rj9ENnz,children,"Touch The Sky - From ""Brave""/Soundtrack",Various Artists,0.33,0.641
5IVuqXILoxVWvWEPm82Jxr,children,Crazy In Love (feat. Jay-Z),Beyoncé,0.681,0.77
6GpcFTcLIc0eeR7Q7dVMXZ,children,Wasted,Tiësto,0.375,0.832
7wMq5n8mYSKlQIGECKUgTX,children,Hall of Fame (feat. will.i.am),The Script,0.629,0.873
5k3U0OGYBccHdKJJu3HrUN,children,"Hakuna Matata - From ""The Lion King""/Soundtrack",Various Artists,0.725,0.313
6vxHp3CDNo0afgKGp2yi1E,children,Me and Julio Down by the Schoolyard,Paul Simon,0.798,0.816
6aGjEZ7kq3YXgD0EDt80O5,children,Live While We're Young,One Direction,0.936,0.837
5J3jPLU5PV8MmaR4WzDL8v,children,Fake-Believe (Type B),They Might Be Giants (For Kids),0.705,0.648
5JLv62qFIS1DR3zGEcApRt,children,Wide Awake,Katy Perry,0.575,0.683
3G6hD9B2ZHOsgf4WfNu7X1,children,Team,Lorde,0.416,0.578
1va0w9M5N3w2xhCeXGQAZ0,children,You Are My Sunshine (Version 1),Elizabeth Mitchell,0.605,0.179
0FRelX0g1nNDFt6nvtiakE,children,Hangover,Taio Cruz,0.635,0.888
2gNAGt7gUiMkagkhIiDLPm,children,Dansa Pausa,Panetoz,0.644,0.863
2pgKDAqacrrMR5VGYQnv02,children,Ooh La! Ooh La!,They Might Be Giants (For Kids),0.712,0.962
2vhn7lcrAAk3jo6kdBtwQP,children,Peanut Butter Sandwich,Raffi,0.55,0.411
1G0TdnHQLeVY7X1rQJOb93,children,Lullaby,Jack Johnson,0.513,0.228
7MbxGGDNm263tewNLbe3w8,children,"Treason - From ""Frozen""/Score",Various Artists,0.0354,0.108
5rb9QrpfcKFHM1EUbSIurX,children,Yeah! (feat. Lil Jon & Ludacris),Usher,0.583,0.791
2rgqPSIRAfaO2MGo9smdSX,children,Dancing Queen,ABBA,0.71,0.933
20o8Y01V58egl0hKxtgHC1,children,I'm So Sorry,Yo Gabba Gabba,0.563,0.663
6PRC2qyslEy7GfzmtyDPQp,children,Witch Doctor,Alvin & The Chipmunks,0.737,0.922
4bk78jvK8Fe9YHqruOJW0v,children,Get the Party Started,P!nk,0.961,0.902
5tXyNhNcsnn7HbcABntOSf,children,DJ Got Us Fallin' In Love,Usher,0.669,0.878
3tCwjWLicbjsMCvXhN0WOE,children,Rude,MAGIC!,0.899,0.807
4rVrHxLGV2iSN4nJtI9hKh,children,Mah Na Mah Na,The Muppets,0.586,0.436
4EkE6ojKSUWPimaZqp1NHd,children,"Some Day My Prince Will Come - From ""Snow White and the Seven Dwarfs"" / Soundtrack Version",Various Artists,0.357,0.266
2vABEO6ENIFfsF0rXHViLA,children,All My Friends Are Different,Yo Gabba Gabba,0.635,0.843
2mL1D1XZ0fSWHbUbuc7K0Y,children,Hot Potato,The Wiggles,0.924,0.76
4kO7mrAPfqIrsKwUOK5BFx,children,Midnight City,M83,0.272,0.729
36482hNESSwELpr9sS3NbE,children,A Little Party Never Killed Nobody (All We Got),Various Artists,0.516,0.619
1gihuPhrLraKYrJMAEONyc,children,Feel So Close - Radio Edit,Calvin Harris,0.919,0.924
3TcL0dyCMyr0kyTTc4NLgI,children,Who Says,Selena Gomez & The Scene,0.744,0.927
3oL3XRtkP1WVbMxf7dtTdu,children,The One That Got Away,Katy Perry,0.864,0.792
1xN7BpTAWnZkuSLOtRP6Qc,children,Euphoria - Single Version,Loreen,0.391,0.783
6NPVjNh8Jhru9xOmyQigds,children,Happy,Various Artists,0.962,0.757
5pJTcluITPahbfaA59mUh0,children,Seven Days Of The Week (I Never Go To Work),They Might Be Giants (For Kids),0.897,0.834
3X7Mbi6AVMjyCpAUT1Xyp1,children,Goodbye Song,Yo Gabba Gabba,0.781,0.77
0xEIhF83JaaXLG0RPUViHJ,children,You'll Be In My Heart,Phil Collins,0.653,0.739
2Sovh03ENcoG1RYGK2MPPo,children,"Just Around the Riverbend - From ""Pocahontas"" / Soundtrack Version",Various Artists,0.262,0.217
7n64t4isNgnvLxo9AP3ARm,children,"Onward and Upward - From ""Frozen""/Score",Various Artists,0.0813,0.11
5K4nX4mEzdtNS6Zb59evBz,children,Down In New Orleans,Various Artists,0.472,0.443
5dl8WFCxndWZlsDXuzT00p,children,"The Best Day Ever (with Sandy, Mr. Krabs, Plankton & Patrick)",Spongebob Squarepants,0.591,0.711
06IWtDiU8D6DK8vSU072pa,children,"Pink Elephants on Parade - From ""Dumbo"" / Soundtrack Version",Various Artists,0.516,0.435
4wN8Ov3kPZdkJ8XcYxYUGz,children,One Jump Ahead,Various Artists,0.693,0.325
4nVBt6MZDDP6tRVdQTgxJg,children,Story of My Life,One Direction,0.286,0.663
0zkiQH567SDLqfWNBaU3hv,children,#SELFIE,The Chainsmokers,0.647,0.915
33qw98yPnShEQMoF72ORUa,children,Amazing,Danny Saucedo,0.443,0.903
7qYKHucVMz2XP1fuftcdoY,children,The Vowel Family,They Might Be Giants (For Kids),0.253,0.31
4C463MZrXGxq3t7A3wlGuV,children,"Reindeer(s) Are Better Than People - From ""Frozen"" / Soundtrack Version",Various Artists,0.409,0.233
4vg8cIjZkmTnTgsHRvjSTj,children,The Song Of Cebu,VeggieTales,0.93,0.686
2Uu4AnnMTJpevC0IrwAuOW,children,Bananaphone,Raffi,0.832,0.61
3D4QFgYa3P9P0gjmv4eX6I,children,Chandelier,Sia,0.618,0.784
3YbyGGXGLp1O5dwJXmgwxF,children,Infinity - They Might Be Giants,They Might Be Giants (For Kids),0.889,0.777
0ltBH1JNzSvQJPjJpvTu9B,children,Whistle,Flo Rida,0.75,0.933
5ve0BYRZZ2aoHFqZMxqYgt,children,We Can't Stop,Miley Cyrus,0.5,0.619
5DORLl7rJddjxVcjJlyxeo,children,I Love You,Barney,0.115,0.0828
4DBkrkVzx7jxxIjxI6FYvz,children,This Is How We Do,Katy Perry,0.8,0.633
03xWMkKEbeO4SnylA53ipj,children,"When Will My Life Begin? - From ""Tangled"" / Soundtrack Version",Various Artists,0.385,0.42
5YJfmBODXO0lL2zTDf8xlD,children,I Am A Gummy Bear (English),Gummibär,0.993,0.872
7raciFPVU5VuHmqVbw2c1h,children,"Puff, the Magic Dragon - 2004 Remaster","Peter, Paul and Mary",0.469,0.143
6jdOi5U5LBzQrc4c1VT983,children,"Hold On, We're Going Home",Drake,0.289,0.414
3VEV9UsGggVjjiworiuscR,children,Colonel Hathi's March (The Elephant Song),Various Artists,0.795,0.411
3Dupb5AcaVFErlSSfl3szW,children,"I Won't Say (I'm In Love) - From ""Hercules"" / Soundtrack Version",Various Artists,0.453,0.471
3U2ld4GXTdmif4XFo11LhT,children,Can You (Point Your Fingers and Do the Twist?),The Wiggles,0.846,0.867
6PtXobrqImYfnpIxNsJApa,children,Bad (feat. Vassy) - Radio Edit,David Guetta,0.411,0.972
70b5Sq3ePOu3Gqg0hjlOtR,children,"For the First Time in Forever - From ""Frozen""/Soundtrack Version",Various Artists,0.43,0.411
5YiP0JD08myLLmgAqfF89v,children,Nobody Knows,Darin,0.328,0.72
1G8DggfK35Le9svVcBQAEj,children,Alphabet of Nations,They Might Be Giants (For Kids),0.456,0.936
4Cd01GWLuMTNZhW0DE7cF4,children,Gitchee Gitchee Goo,Various Artists,0.895,0.946
3v0ouAltce6AySBTYBP3pk,children,Bagagedrager,Gers Pardoel,0.612,0.725
5IWmU2PNimgYuTLddU2DRo,children,Payphone,Maroon 5,0.556,0.744
6HFbq7cewJ7rPiffV0ciil,children,A Sky Full of Stars,Coldplay,0.162,0.675
1JCCdiru7fhstOIF4N7WJC,children,Amnesia,5 Seconds of Summer,0.108,0.499
0ifSeVGUr7py5GggttDhXw,children,All About That Bass,Meghan Trainor,0.962,0.879
0I3q5fE6wg7LIfHGngUTnV,chill,Ms. Jackson,Outkast,0.613,0.806
34KTEhpPjq6IAgQg2yzJAL,chill,Californication,Red Hot Chili Peppers,0.328,0.767
3aLCMI1ybjE4KWu9nkUBkx,chill,Submarines,The Lumineers,0.585,0.52
6TwfdLbaxTKzQi3AgsZNzx,chill,Daylight,Maroon 5,0.331,0.679
1s2I9Q7zAE78m7aVZOq3ug,chill,Bang Bang - My Baby Shot Me Down,Various Artists,0.372,0.12
1hWYT0w2R0J19rlVkiez7X,chill,Battle Scars,Lupe Fiasco,0.494,0.811
0JXXNGljqupsJaZsgSbMZV,chill,Sure Thing,Miguel,0.498,0.607
0GNI8K3VATWBABQFAzBAYe,chill,Stay,Rihanna,0.125,0.31
4KnpSJBbcpJBAjEaaJBcL8,chill,Badfish,Sublime,0.516,0.419
2NXuZs8lLkkLkpFTAV7N14,chill,Red Star - Original Mix,Various Artists,0.585,0.478
71M0bKswJSAlLxrVXwT8Sq,chill,Collie Man,Various Artists,0.377,0.702
6vrUTGn5p8IrfTZ0J6sIVM,chill,Iris,The Goo Goo Dolls,0.513,0.79
1UmFRZU3taMGZApPhK32mc,chill,Riverside,Agnes Obel,0.236,0.177
0qcr5FMsEO85NAQjrlDRKo,chill,"Let It Go - From ""Frozen""/Soundtrack Version",Various Artists,0.371,0.485
6cC9RY7MoUx5z3aHjDTNI6,chill,Never Let Me Go,Florence + The Machine,0.253,0.73
1Dl44SWywsIDdz1GgIp9gG,chill,Infinity,The xx,0.142,0.267
7LDe75cRmbXNcMTGXR5sze,chill,Rocket Man (I Think It's Going To Be A Long Long Time),Elton John,0.353,0.537
6Uy6K3KdmUdAfelUp0SeXn,chill,Brave,Sara Bareilles,0.758,0.836
5Fli1xRi01bvCjsZvKWro0,chill,Houdini,Foster The People,0.764,0.908
6UaRii9AH6Zss9xNMEQ2M9,chill,Love The Way You Lie,Eminem,0.638,0.922
6cNajGUxKP53LIg0LzlfQt,chill,Climax,Usher,0.333,0.478
1ph6Bncj7s3BmYp6FkIzP8,chill,Miss You,Various Artists,0.216,0.134
2XDdHuoRmBeOaBIOSclj2k,chill,Started From the Bottom,Drake,0.515,0.535
6wDKGtbPpF9xPMRv7bswQN,chill,Dead Sea,The Lumineers,0.472,0.319
0TDLuuLlV54CkRRUOahJb4,chill,Titanium (feat. Sia),David Guetta,0.301,0.787
4lLtanYk6tkMvooU0tWzG8,chill,Grenade,Bruno Mars,0.245,0.558
0wWsTchZIG0Oypf8BDnVMk,chill,Below My Feet,Mumford & Sons,0.149,0.452
56ZDcszhe1eCeghso93fXP,chill,Sunshine,Matisyahu,0.793,0.791
6c8QH9FMFKj0ZgNeiyOx4v,chill,Over My Head (Cable Car),The Fray,0.733,0.699
45kbpUIFmkS9Xla7hMXpzn,chill,One More Night,Maroon 5,0.613,0.82
3jfr0TF6DQcOLat8gGn7E2,chill,Do I Wanna Know?,Arctic Monkeys,0.405,0.532
6oeuEHxwfbqu5xIJrcbPzN,chill,Perth,Bon Iver,0.0806,0.457
4gs07VlJST4bdxGbBsXVue,chill,Heartbreak Warfare,John Mayer,0.311,0.554
10ViidwjGLCfVtGPfdcszR,chill,Home,Edward Sharpe & The Magnetic Zeros,0.127,0.59
48gsLPdOUEDjr7P8Wvykne,chill,Budapest,George Ezra,0.424,0.247
7m2VsHmjyXZegtndWPgxOw,chill,Wonderwall,Ryan Adams,0.301,0.22
6T10XPeC9X5xEaD6tMcK6M,chill,All I Need (feat. Beth Hirsch),Air,0.165,0.425
70y3OsCu7GBkJ3aqD94Agv,chill,Wait,M83,0.0822,0.228
1J4YoubtTxLuoKBzRIzHvv,chill,Taylor,Jack Johnson,0.569,0.729
7tdXvaCZmWZJOrZE9zFXpr,chill,The Blower's Daughter,Damien Rice,0.0775,0.192
5x9VIW2fS21JMswOt6AORI,chill,Classic,MKTO,0.8,0.781
2hKdd3qO7cWr2Jo0Bcs0MA,chill,Drops of Jupiter (Tell Me),Train,0.497,0.638
5Szn0p3DlnawyuhX8ULCg4,chill,Orange Sky,Alexi Murdoch,0.125,0.15
5OiaAaIMYlCZONyDBxqk4G,chill,First Day Of My Life,Bright Eyes,0.385,0.201
1xdZeRTNLrVXRmGOWqdXmr,chill,Hopeless Wanderer,Mumford & Sons,0.265,0.601
0dh2F3Mi1b1EGafGmvUC9M,chill,Space Walk,Lemon Jelly,0.592,0.89
38YgZVHPWOWsKrsCXz6JyP,chill,Come On Get Higher,Matt Nathanson,0.617,0.623
35aNHKBZWXXbL9KQK7O5Nk,chill,Hurricane,MS MR,0.262,0.68
4kCvpSVa2XQUiarE7EE5Fs,chill,Another Night,Mac Miller,0.568,0.576
24H5KPBdSvHQMRXTp12K3J,chill,Stronger,Kanye West,0.443,0.785
5Nn2Dj7OQsGL6pgQ9iIzPp,chill,Ghostwriter,RJD2,0.594,0.68
6IwKcFdiRQZOWeYNhUiWIv,chill,No One,Alicia Keys,0.167,0.549
7n6ibfsRHhCb1Ccl9Fg2CZ,chill,Scream & Shout,will.i.am,0.473,0.616
4z1O25cq9g2kuJemmUxc21,chill,Small Bump,Ed Sheeran,0.446,0.436
4HRa9ZWcmZ8JD7UySPu0wT,chill,Don't Stop (Color on the Walls),Foster The People,0.79,0.948
0725YWm6Z0TpZ6wrNk64Eb,chill,Super Rich Kids,Frank Ocean,0.58,0.419
7zkLpY72g6lKQbiHDqri1S,chill,Sunrise,Norah Jones,0.679,0.299
6LtPIXlIzPOTF8vTecYjRe,chill,Bleeding Love,Leona Lewis,0.201,0.647
6WlS5FP9XcB410zta3C67v,chill,Flume,Bon Iver,0.0812,0.146
45GtRWedzDAzG55MPosniU,chill,Show Me,Kid Ink,0.558,0.512
6SKwQghsR8AISlxhcwyA9R,chill,Marry You,Bruno Mars,0.452,0.82
3trS6e40JCVUOpPVt5OdHj,chill,Adorn,Miguel,0.235,0.576
3bT5PDBhVj4ifU11zQvGP2,chill,Red Lights,Tiësto,0.545,0.829
6efNOpesYf3u9vOScWE5Me,chill,"Minnesota, WI",Bon Iver,0.5,0.342
1ZA8L9IOkRhmmz4nPXXx7h,chill,Hotel California - 2013 Remaster,Eagles,0.609,0.508
6TKhMnW63mUIgu3MW9P580,chill,Diamonds,Ben Howard,0.235,0.675
1WYEDcS7WGjv0rG7rmMX3o,chill,Bitter Sweet Symphony,The Verve,0.537,0.913
4OO2lavE7yz5Ane6fEYXp3,chill,Everything You Do Is A Balloon,Boards of Canada,0.0875,0.385
1yrNoXJopuBtsL5Vj62ESi,chill,Englishman In New York,Sting,0.631,0.475
2MQ51y5NhCyva4SgWmK2Me,chill,Ghetto Gospel,2Pac,0.663,0.614
4tCWWnk3BXinf7FllmSyHW,chill,Everybody Hurts,R.E.M.,0.178,0.383
6iWwfN1euztxZi1OK38HbU,chill,"Flightless Bird, American Mouth",Iron & Wine,0.19,0.391
6DsGpDGIDRv8EFGgW10T1p,chill,Nevergreen,Emancipator,0.236,0.411
4WfcsHiOeozjw4Xzsjz17n,classical,"I giorni (Arr. For Violin, Piano And String Orchestra)",Daniel Hope,0.0804,0.0993
641IM7ryimhi1vVfSONkJz,classical,"Viola Sonata, Op. 25, No. 1: IV. Rasendes Zeitmass. Wild. Tonschonheit ist Nebensache",Paul Hindemith,0.75,0.463
3SZyzIH61YD58TzEsebx67,classical,Suite No. 1 For Solo Violin (1927): Fuge: Munter!,Ingolf Turban,0.821,0.124
6FwkSITKGSBNIpzdMDSgMR,classical,Lincolnshire Posy: II. Horkstow Grange,Percy Grainger,0.0365,0.0391
0kbLBB45YGGWNu3AUL6FIL,classical,The Theory of Everything,Jóhann Jóhannsson,0.181,0.117
5eRfljNo9nICHm8i77T1rA,classical,Deux Arabesques L. 66: No. 1 Andante con moto,Claude Debussy,0.0561,0.017
7nTwlmrw5dRthSvSTmCsKa,classical,"Isorhythmic Motets: Apostolo glorioso - Cum tua doctrina - Andreas, Christi famulus",Guillaume Dufay,0.108,0.117
4P1sbofnneFeEEASTFMEGl,classical,Main Title,James Horner,0.0375,0.0164
0x4BHMMfw7P0xyynPTj8RY,classical,Sonata for Tuba,Paul Hindemith,0.0883,0.0374
7tdGrKDRvrY5k5ERlsr4wu,classical,"Canto Primo from Suite for Solo Cello No. 1, Op. 72",Maryliz Smith,0.0377,0.012
2mYuazFCuAeDsU2EkY68Bp,classical,Vaughan Williams: The Lark Ascending: Opening (Excerpt),Various Artists,0.0393,0.103
4HBMnZFquWVTATSjTABueZ,classical,The Chairman Dances (Foxtrot for Orchestra),John Adams,0.24,0.31
14ZvL9Wc06Rw6MMyZxJnIu,classical,Your Changes Have Been Submitted,Christina Vantzou,0.033,0.236
7sMWvMFg2eJ7pfVoeefS64,classical,"Hace Mucho, Mucho Tiempo",Javier Navarrete,0.0993,0.105
6fvu2d6gHAdiNCMco4lTxK,classical,Passion Week: Of Your Mystical Supper,Cappella Romana,0.0372,0.0581
0sPzBdSWYsp5X9qLyplRVV,classical,Bær,Hildur Guðnadóttir,0.0386,0.07
4O0Yww5OIWyfBvWn6xN3CM,classical,Divenire,Ludovico Einaudi,0.084,0.21
6KWlIAypAbAjCH31fxBhab,classical,"Russian Overture, Op. 72",Sergei Prokofiev,0.0811,0.18
2lBUvk3cqv01K66QrqLzif,classical,"The Four Seasons - Concerto in G Minor, RV 315, ""The Summer"": III. Presto",Antonio Vivaldi,0.386,0.424
0QhS1nUm7KHdR4fCLWorbR,classical,Concerto for Viola & Orchestra: I. Andante comodo,Yuri Bashmet,0.0575,0.0417
4rFxf3jRHH8YoOEh7opTli,classical,"The Yellow Cake Review, Farewell to Stromness (Excerpt)",Los Angeles Guitar Quartet,0.139,0.0193
16Da4KMuL78KtBdKUYMQYF,classical,Des canyons aux etoiles …: I. Le desert,Olivier Messiaen,0.0465,0.0147
1vTZtUwuqcaO71J1wNyQEa,classical,"Piano Trio, Four Combinations of Three Instruments, HC. 383: II. Largo",The Hartley Trio,0.0365,0.0649
4m5rO8vfR0H6V4J8sKTU2J,classical,"Orff: Carmina Burana, Introduction, Fortuna Imperatrix Mundi: O Fortuna",Sir Charles Mackerras,0.584,0.197
6yeqdGVLtsMucpxRZ9Hz6v,classical,"Symphony No. 9 in D Minor, WAB 109: II. Scherzo: Bewegt, lebhaft – Trio: Schnell – Scherzo",Anton Bruckner,0.0399,0.0767
6pJZ6ah8d9fQmZJrBB5JPL,classical,"Touch Her Soft Lips and Part (From ""Henry V"")",Itzhak Perlman,0.0686,0.116
05iURKvut2OWEzPHQUhDT5,classical,"Concerto in D Minor, Op.7, No.4: I. Adagio",George Frideric Handel,0.073,0.0173
74K5lZTuJa2w87IPTzxKaz,classical,Prelude For Time Feelers,Eluvium,0.124,0.272
1zOqrZCX1qyzyIlhMXALH2,classical,Jonchaies,Iannis Xenakis,0.0375,0.702
6mo6D7Jh6guYnbcq7wZVlg,classical,Pictures At An Exhibition: Promenade - 1,Modest Mussorgsky,0.176,0.066
5vpIknqvBAu3UUmZtImOOx,classical,Adversary,Christina Vantzou,0.032,0.196
2fMn5KBVhGlBQZTGrSBeZ7,classical,"The Gadfly Suite, Op. 97a: VIII. Romance. Allegro moderato - Andante con moto",Dmitri Shostakovich,0.0353,0.0344
3kXJcMyhICI8U85Ce0WAED,classical,"Violin Concerto in D Major, Op. 77: I. Allegro non troppo",Hilary Hahn,0.0513,0.0763
4RDQc1lHscLD6i8WjzwpyG,classical,"Lieder ohne Worte (Songs without Words), Book 2, Op. 30: No. 7 in E-Flat Major, Op. 30/1",Felix Mendelssohn,0.0943,0.0151
6PrKZUXJPmBiobMN44yR8Y,classical,The Ecstasy Of Gold,Ennio Morricone,0.133,0.474
1brH9m4Q2LHTuwxaKoMTn5,classical,Plus Que Ma Prope Vie,Various Artists,0.036,0.136
7cg8S2oryXnrMyMjrqO4Vd,classical,"Napoli, FP 40: II. Nocturne",Francis Poulenc,0.133,0.00319
6GmT92GQpA6kDC8rXCJN00,classical,A Somerset Rhapsody Op. 21B - (1906),Gustav Holst,0.0394,0.043
3pDcfGFaFitzMZZ3xj5HoQ,classical,Shepherds Hey,Percy Grainger,0.886,0.218
1jsymmUYkC76PZcCgZTG49,classical,"14 Songs, Op. 34: Vocalise, Op. 34, No. 14",Sergei Rachmaninoff,0.102,0.055
1bA0ykot0FXsQZ2QYgErSD,classical,Brothers,Ennio Morricone,0.167,0.213
6eiERZXZqMNYk7RjqR9Ucd,classical,Sonate pour clarinette et piano H.42: II. Lent et soutenu,Alexandre Tharaud,0.0358,0.00316
1bzFjrI7CYXDcyEYY2iT7M,classical,"Piano Concerto in F-Sharp Minor, Op. 20: I. Allegro",Alexander Scriabin,0.0398,0.0535
4gximAueAXQ8d7v3MLFhYn,classical,"Symphony No. 3 in D Minor, WAB 103 (original 1873 version, ed. L. Nowak): II. Adagio: Feierlich",Anton Bruckner,0.0326,0.0744
1H9rGpQ1Xqh45Y13mzfJvU,classical,Clarinet Concerto in B-Flat Major (reconstructed R. Meylan): I. Andante sostenuto,Gaetano Donizetti,0.0661,0.0121
5h4bVElGkP6CryCHL8WMd8,classical,Trumpet Tune,Prague Brass Soloists,0.449,0.0887
7rGmhrepNzP1LJhm1bSRDA,classical,Tarantella No. 1,Elinor Frey,0.532,0.055
6EThx74b5Y29qE1M8WzXcl,classical,"Cello Sonata No. 5 in D Major, Op. 102, No. 2: I. Allegro con brio",Ludwig van Beethoven,0.287,0.123
3f3LeYfH03XYvwKlfsEsdh,classical,"Variations On A Rococo Theme, Op.33, TH.57: Variazione VI: Andante",Various Artists,0.0323,0.0265
2TkGYqnVFS0T5u2PYN6JQS,classical,Some,Nils Frahm,0.191,0.00289
5gMVhIqRq96a5pnfuj8HL0,classical,Extremely Loud And Incredibly Close,Alexandre Desplat,0.0656,0.0118
0PlTjNRzj6MkPfaLHNeZLZ,classical,"Polovtsian Dances From ""Prince Igor""",Gothenburg Symphony Orchestra,0.0793,0.0972
6CeCOC2zx1qS8mQNYHe6IM,classical,Prologue,John Williams,0.0819,0.0188
1mBCmEfsVz5Wm77dJcxcYH,classical,"Capriccio Espagnol, Op.34: 1. Alborada",Nikolai Rimsky-Korsakov,0.148,0.284
50QqEXWsT4M0fP6HnrmgSi,classical,"Le nozze di Figaro, K. 492, Act I: ""Non più andrai""",Wolfgang Amadeus Mozart,0.563,0.252
77KZcZx8aAv2qOCBkLB7zP,classical,Romance in F Major,José Gallardo,0.0392,0.0332
03xxnNXmK7lJjW9hV2ldn8,classical,Coppelia: Act I - Valse,Léo Delibes,0.189,0.0313
3qmBqj3EmghQ4UayTRBbL1,classical,Da pacem Domine,Arvo Pärt,0.0317,0.032
